id,subject,body,label
2668,Agenda de trabajo,Se adjunta comprobante de pago realizado.,HAM
2669,Entrega confirmada,Actualización del estado del proyecto adjunta.,HAM
2670,Recordatorio de pago,El horario de las clases ha sido actualizado.,HAM
2671,Tu cuenta fue seleccionada,Obtén descuentos de hasta el 80% solo hoy.,SPAM
2672,Tu cuenta fue seleccionada,Obtén descuentos de hasta el 80% solo hoy.,SPAM
2673,Increíble inversión,Consigue miles de seguidores en minutos.,SPAM
2674,Dinero rápido,Inversión segura con retorno garantizado.,SPAM
2675,Agenda de trabajo,Nos vemos mañana en el evento de networking.,HAM
2676,Hazte rico,Has sido seleccionado para recibir un premio en efectivo.,SPAM
2677,Cita médica,Su factura ya está disponible para su revisión.,HAM
2678,Tu cuenta fue seleccionada,Has sido seleccionado para recibir un premio en efectivo.,SPAM
2679,Increíble inversión,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2680,Tu cuenta fue seleccionada,Gana un iPhone gratis haciendo clic aquí.,SPAM
2681,Descuento limitado,Consigue miles de seguidores en minutos.,SPAM
2682,Increíble inversión,Trabaja desde casa y gana $500 diarios.,SPAM
2683,Actualización del proyecto,Actualización del estado del proyecto adjunta.,HAM
2684,Oferta exclusiva,Consigue miles de seguidores en minutos.,SPAM
2685,Compra ahora,Gana un iPhone gratis haciendo clic aquí.,SPAM
2686,Reunión programada,La entrega de su pedido ha sido confirmada.,HAM
2687,Descuento limitado,Compra ahora y recibe un regalo especial.,SPAM
2688,Resultados del examen,Aquí están los resultados de su último examen.,HAM
2689,Dinero rápido,Compra ahora y recibe un regalo especial.,SPAM
2690,Compra ahora,Obtén descuentos de hasta el 80% solo hoy.,SPAM
2691,Agenda de trabajo,El horario de las clases ha sido actualizado.,HAM
2692,Compra ahora,Gana un iPhone gratis haciendo clic aquí.,SPAM
2693,Dinero rápido,Compra ahora y recibe un regalo especial.,SPAM
2694,Actualización del proyecto,La entrega de su pedido ha sido confirmada.,HAM
2695,Cita médica,Aquí están los resultados de su último examen.,HAM
2696,Cita médica,Su factura ya está disponible para su revisión.,HAM
2697,Recordatorio de pago,El horario de las clases ha sido actualizado.,HAM
2698,Reunión programada,Actualización del estado del proyecto adjunta.,HAM
2699,Consigue seguidores,Inversión segura con retorno garantizado.,SPAM
2700,Cita médica,Adjunto encontrará la agenda de la reunión semanal.,HAM
2701,Compra ahora,Has sido seleccionado para recibir un premio en efectivo.,SPAM
2702,Hazte rico,Consigue miles de seguidores en minutos.,SPAM
2703,Descuento limitado,Inversión segura con retorno garantizado.,SPAM
2704,Invitación al evento,Aquí están los resultados de su último examen.,HAM
2705,Resultados del examen,El horario de las clases ha sido actualizado.,HAM
2706,Invitación al evento,Nos vemos mañana en el evento de networking.,HAM
2707,Actualización del proyecto,Su factura ya está disponible para su revisión.,HAM
2708,Trabajo desde casa,Trabaja desde casa y gana $500 diarios.,SPAM
2709,Hazte rico,Has sido seleccionado para recibir un premio en efectivo.,SPAM
2710,Cita médica,Se adjunta comprobante de pago realizado.,HAM
2711,Actualización del proyecto,Adjunto encontrará la agenda de la reunión semanal.,HAM
2712,Premio garantizado,Compra ahora y recibe un regalo especial.,SPAM
2713,Consigue seguidores,Compra ahora y recibe un regalo especial.,SPAM
2714,Factura disponible,El horario de las clases ha sido actualizado.,HAM
2715,Consigue seguidores,Compra ahora y recibe un regalo especial.,SPAM
2716,Hazte rico,Haz clic aquí para reclamar tu recompensa.,SPAM
2717,Trabajo desde casa,Consigue miles de seguidores en minutos.,SPAM
2718,Consigue seguidores,Trabaja desde casa y gana $500 diarios.,SPAM
2719,Consigue seguidores,Consigue miles de seguidores en minutos.,SPAM
2720,Hazte rico,Multiplica tu dinero con esta increíble inversión.,SPAM
2721,Agenda de trabajo,Aquí están los resultados de su último examen.,HAM
2722,Trabajo desde casa,Haz clic aquí para reclamar tu recompensa.,SPAM
2723,Actualización del proyecto,Su factura ya está disponible para su revisión.,HAM
2724,Oferta exclusiva,Trabaja desde casa y gana $500 diarios.,SPAM
2725,Cita médica,Su factura ya está disponible para su revisión.,HAM
2726,Hazte rico,Consigue miles de seguidores en minutos.,SPAM
2727,Oferta exclusiva,Multiplica tu dinero con esta increíble inversión.,SPAM
2728,Agenda de trabajo,Adjunto encontrará la agenda de la reunión semanal.,HAM
2729,Premio garantizado,Multiplica tu dinero con esta increíble inversión.,SPAM
2730,Actualización del proyecto,Se adjunta comprobante de pago realizado.,HAM
2731,Reunión programada,Se adjunta comprobante de pago realizado.,HAM
2732,Recordatorio de pago,Nos vemos mañana en el evento de networking.,HAM
2733,Agenda de trabajo,Nos vemos mañana en el evento de networking.,HAM
2734,Cita médica,Le recordamos su cita médica programada.,HAM
2735,Hazte rico,Multiplica tu dinero con esta increíble inversión.,SPAM
2736,Factura disponible,Gracias por asistir a la capacitación.,HAM
2737,Factura disponible,Gracias por asistir a la capacitación.,HAM
2738,Recordatorio de pago,Su factura ya está disponible para su revisión.,HAM
2739,Reunión programada,Nos vemos mañana en el evento de networking.,HAM
2740,Hazte rico,Inversión segura con retorno garantizado.,SPAM
2741,Recordatorio de pago,Le recordamos su cita médica programada.,HAM
2742,Resultados del examen,Se adjunta comprobante de pago realizado.,HAM
2743,Oferta exclusiva,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2744,Resultados del examen,Nos vemos mañana en el evento de networking.,HAM
2745,Cita médica,Su factura ya está disponible para su revisión.,HAM
2746,Descuento limitado,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2747,Agenda de trabajo,Actualización del estado del proyecto adjunta.,HAM
2748,Reunión programada,Gracias por asistir a la capacitación.,HAM
2749,Increíble inversión,Obtén descuentos de hasta el 80% solo hoy.,SPAM
2750,Premio garantizado,Inversión segura con retorno garantizado.,SPAM
2751,Cita médica,El horario de las clases ha sido actualizado.,HAM
2752,Premio garantizado,Inversión segura con retorno garantizado.,SPAM
2753,Factura disponible,Su factura ya está disponible para su revisión.,HAM
2754,Invitación al evento,Nos vemos mañana en el evento de networking.,HAM
2755,Actualización del proyecto,Aquí están los resultados de su último examen.,HAM
2756,Hazte rico,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2757,Dinero rápido,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2758,Actualización del proyecto,Adjunto encontrará la agenda de la reunión semanal.,HAM
2759,Trabajo desde casa,Consigue miles de seguidores en minutos.,SPAM
2760,Actualización del proyecto,El horario de las clases ha sido actualizado.,HAM
2761,Actualización del proyecto,Gracias por asistir a la capacitación.,HAM
2762,Hazte rico,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2763,Cita médica,Se adjunta comprobante de pago realizado.,HAM
2764,Trabajo desde casa,Trabaja desde casa y gana $500 diarios.,SPAM
2765,Resultados del examen,El horario de las clases ha sido actualizado.,HAM
2766,Dinero rápido,Compra ahora y recibe un regalo especial.,SPAM
2767,Invitación al evento,Su factura ya está disponible para su revisión.,HAM
2768,Hazte rico,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2769,Consigue seguidores,Inversión segura con retorno garantizado.,SPAM
2770,Increíble inversión,Obtén descuentos de hasta el 80% solo hoy.,SPAM
2771,Descuento limitado,Consigue miles de seguidores en minutos.,SPAM
2772,Premio garantizado,Has sido seleccionado para recibir un premio en efectivo.,SPAM
2773,Trabajo desde casa,Obtén descuentos de hasta el 80% solo hoy.,SPAM
2774,Trabajo desde casa,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2775,Invitación al evento,El horario de las clases ha sido actualizado.,HAM
2776,Hazte rico,Haz clic aquí para reclamar tu recompensa.,SPAM
2777,Dinero rápido,Compra ahora y recibe un regalo especial.,SPAM
2778,Invitación al evento,Gracias por asistir a la capacitación.,HAM
2779,Compra ahora,Haz clic aquí para reclamar tu recompensa.,SPAM
2780,Reunión programada,Le recordamos su cita médica programada.,HAM
2781,Cita médica,Aquí están los resultados de su último examen.,HAM
2782,Reunión programada,Su factura ya está disponible para su revisión.,HAM
2783,Trabajo desde casa,Trabaja desde casa y gana $500 diarios.,SPAM
2784,Increíble inversión,Inversión segura con retorno garantizado.,SPAM
2785,Horario de clases,Nos vemos mañana en el evento de networking.,HAM
2786,Hazte rico,Multiplica tu dinero con esta increíble inversión.,SPAM
2787,Compra ahora,Compra ahora y recibe un regalo especial.,SPAM
2788,Trabajo desde casa,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2789,Tu cuenta fue seleccionada,Trabaja desde casa y gana $500 diarios.,SPAM
2790,Invitación al evento,Actualización del estado del proyecto adjunta.,HAM
2791,Oferta exclusiva,Inversión segura con retorno garantizado.,SPAM
2792,Factura disponible,Se adjunta comprobante de pago realizado.,HAM
2793,Descuento limitado,Compra ahora y recibe un regalo especial.,SPAM
2794,Trabajo desde casa,Trabaja desde casa y gana $500 diarios.,SPAM
2795,Reunión programada,Actualización del estado del proyecto adjunta.,HAM
2796,Recordatorio de pago,Gracias por asistir a la capacitación.,HAM
2797,Descuento limitado,Consigue miles de seguidores en minutos.,SPAM
2798,Dinero rápido,Multiplica tu dinero con esta increíble inversión.,SPAM
2799,Premio garantizado,Gana un iPhone gratis haciendo clic aquí.,SPAM
2800,Increíble inversión,Obtén descuentos de hasta el 80% solo hoy.,SPAM
2801,Agenda de trabajo,El horario de las clases ha sido actualizado.,HAM
2802,Reunión programada,Aquí están los resultados de su último examen.,HAM
2803,Factura disponible,Le recordamos su cita médica programada.,HAM
2804,Premio garantizado,Consigue miles de seguidores en minutos.,SPAM
2805,Horario de clases,Nos vemos mañana en el evento de networking.,HAM
2806,Increíble inversión,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2807,Horario de clases,Adjunto encontrará la agenda de la reunión semanal.,HAM
2808,Premio garantizado,Gana un iPhone gratis haciendo clic aquí.,SPAM
2809,Actualización del proyecto,El horario de las clases ha sido actualizado.,HAM
2810,Cita médica,Adjunto encontrará la agenda de la reunión semanal.,HAM
2811,Trabajo desde casa,Inversión segura con retorno garantizado.,SPAM
2812,Trabajo desde casa,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2813,Actualización del proyecto,La entrega de su pedido ha sido confirmada.,HAM
2814,Cita médica,Gracias por asistir a la capacitación.,HAM
2815,Oferta exclusiva,Compra ahora y recibe un regalo especial.,SPAM
2816,Tu cuenta fue seleccionada,Consigue miles de seguidores en minutos.,SPAM
2817,Increíble inversión,Multiplica tu dinero con esta increíble inversión.,SPAM
2818,Reunión programada,El horario de las clases ha sido actualizado.,HAM
2819,Oferta exclusiva,Gana un iPhone gratis haciendo clic aquí.,SPAM
2820,Entrega confirmada,El horario de las clases ha sido actualizado.,HAM
2821,Factura disponible,Su factura ya está disponible para su revisión.,HAM
2822,Factura disponible,Adjunto encontrará la agenda de la reunión semanal.,HAM
2823,Resultados del examen,Nos vemos mañana en el evento de networking.,HAM
2824,Tu cuenta fue seleccionada,Multiplica tu dinero con esta increíble inversión.,SPAM
2825,Oferta exclusiva,Inversión segura con retorno garantizado.,SPAM
2826,Descuento limitado,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2827,Cita médica,Gracias por asistir a la capacitación.,HAM
2828,Compra ahora,Has sido seleccionado para recibir un premio en efectivo.,SPAM
2829,Dinero rápido,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2830,Horario de clases,La entrega de su pedido ha sido confirmada.,HAM
2831,Factura disponible,Le recordamos su cita médica programada.,HAM
2832,Increíble inversión,Inversión segura con retorno garantizado.,SPAM
2833,Invitación al evento,Se adjunta comprobante de pago realizado.,HAM
2834,Agenda de trabajo,Le recordamos su cita médica programada.,HAM
2835,Reunión programada,Gracias por asistir a la capacitación.,HAM
2836,Descuento limitado,Obtén descuentos de hasta el 80% solo hoy.,SPAM
2837,Compra ahora,Compra ahora y recibe un regalo especial.,SPAM
2838,Hazte rico,Multiplica tu dinero con esta increíble inversión.,SPAM
2839,Increíble inversión,Gana un iPhone gratis haciendo clic aquí.,SPAM
2840,Descuento limitado,Multiplica tu dinero con esta increíble inversión.,SPAM
2841,Compra ahora,Consigue miles de seguidores en minutos.,SPAM
2842,Actualización del proyecto,Nos vemos mañana en el evento de networking.,HAM
2843,Increíble inversión,Haz clic aquí para reclamar tu recompensa.,SPAM
2844,Oferta exclusiva,Trabaja desde casa y gana $500 diarios.,SPAM
2845,Reunión programada,Su factura ya está disponible para su revisión.,HAM
2846,Premio garantizado,Consigue miles de seguidores en minutos.,SPAM
2847,Horario de clases,Adjunto encontrará la agenda de la reunión semanal.,HAM
2848,Oferta exclusiva,Compra ahora y recibe un regalo especial.,SPAM
2849,Oferta exclusiva,Obtén descuentos de hasta el 80% solo hoy.,SPAM
2850,Hazte rico,Has sido seleccionado para recibir un premio en efectivo.,SPAM
2851,Compra ahora,Trabaja desde casa y gana $500 diarios.,SPAM
2852,Oferta exclusiva,Compra ahora y recibe un regalo especial.,SPAM
2853,Horario de clases,Su factura ya está disponible para su revisión.,HAM
2854,Recordatorio de pago,Aquí están los resultados de su último examen.,HAM
2855,Consigue seguidores,Gana un iPhone gratis haciendo clic aquí.,SPAM
2856,Entrega confirmada,La entrega de su pedido ha sido confirmada.,HAM
2857,Agenda de trabajo,Adjunto encontrará la agenda de la reunión semanal.,HAM
2858,Oferta exclusiva,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2859,Resultados del examen,Adjunto encontrará la agenda de la reunión semanal.,HAM
2860,Oferta exclusiva,Consigue miles de seguidores en minutos.,SPAM
2861,Hazte rico,Obtén descuentos de hasta el 80% solo hoy.,SPAM
2862,Actualización del proyecto,Nos vemos mañana en el evento de networking.,HAM
2863,Agenda de trabajo,Su factura ya está disponible para su revisión.,HAM
2864,Recordatorio de pago,La entrega de su pedido ha sido confirmada.,HAM
2865,Oferta exclusiva,Accede a tu cuenta y reclama tu premio ahora.,SPAM
2866,Recordatorio de pago,Aquí están los resultados de su último examen.,HAM
2867,Descuento limitado,Consigue miles de seguidores en minutos.,SPAM
2868,Invitación al evento,Le recordamos su cita médica programada.,HAM
2869,Agenda de trabajo,La entrega de su pedido ha sido confirmada.,HAM
2870,Agenda de trabajo,Se adjunta comprobante de pago realizado.,HAM
2871,Horario de clases,El horario de las clases ha sido actualizado.,HAM
2872,Consigue seguidores,Haz clic aquí para reclamar tu recompensa.,SPAM
2873,Consigue seguidores,Haz clic aquí para reclamar tu recompensa.,SPAM
2874,Reunión programada,Aquí están los resultados de su último examen.,HAM
2875,Entrega confirmada,Su factura ya está disponible para su revisión.,HAM
2876,Tu cuenta fue seleccionada,Accede a tu cuenta y reclama tu premio ahora.,SPAM
